Project Name,Name and Location,Latitude,Longitude,Project Type,Borough,Opening Date,Year,Image link,Body Text,Link Info
Montauk Point State Park,"Montauk Point State Park,Long Island, NYC",-71.8663074,41.0707208,Park,Long Island,,1924,https://upload.wikimedia.org/wikipedia/commons/5/54/Montauk_Point_Lighthouse.jpg,"In addition to statewide hunting regulations, special restrictions are in effect in state parks to protect visitors to ensure sound wildlife management. Hunters are advised to check with the state park regional office and with the local DEC wildlife management office for specific information.

All hunters must have a valid New York State hunting license and, where applicable, a federal waterfowl permit. Waterfowl hunters should note that current state regulations prohibit the use of lead shot.

Montauk Point State Park is open for small game and waterfowl hunting from 12/1-2/29. Hunting is not permitted on weekends or holidays. Deer season runs weekdays only: 11/1-12/31 (archery)* and 1/4-1/29 (firearm)**. Small game and waterfowl hunting is not permitted during January deer season. Trapping/turkey hunting is not permitted.",https://parks.ny.gov/parks/61/hunting.aspx
Battery Parking Garage,"Battery Parking Garage,Manhattan, NYC",-74.014143,40.707487,Parking Garage,Manhattan,,1950,http://static.panoramio.com/photos/large/46678630.jpg,"The Battery Parking Garage is a distinctive building with its name emblazoned in large letters on the side, looming over Greenwich Street.  When it opened in 1950 it made history as the first parking garage in the city to be built by a public agency.  Robert Moses, always a supporter of infrastructure for automobiles and parking, wrote that such facilities “can help immensely in serving local needs and in keeping the clutter of traffic off the busy City streets.”",http://www.mta.info/news/2015/06/08/battery-parking-garage-made-history-when-built
Louis Zimmerman Playground,"Zimmerman Playground, New York",-73.8687372,40.866178,Playground Park,,7/15/1934,1934,https://www.nycgovparks.org/photo_gallery/full_size/20999.jpg,"Corporal Louis Zimmerman, this park’s namesake, one of a family of eight children, was born on April 20, 1895 on the Upper East Side of Manhattan. His family moved to the Bronx, where he attended P.S. 27 and later graduated from Morris High School. Zimmerman was employed as a police officer and lived at 1352 Webster Avenue before entering the Army. As a member of Headquarters Company 305th Infantry, 77th Division, he fought in numerous battles. On November 5, 1918, just six days before the Armistice, Zimmerman was killed in action in the Argonne Meuse offensive.",https://www.nycgovparks.org/parks/zimmerman-playground
Ciccarone Playground,"Ciccarone Playground,Bronx, NYC",-73.8866531,40.8560321,Playground Park,Bronx,7/15/1934,1934,https://www.nycgovparks.org/photo_gallery/full_size/18443.jpg,"Vincent Ciccarone Playground is one of nine New York City Parks & Recreation playgrounds opened on July 15, 1934. They were built using a $250,000 War Memorial Fund that had been established in 1921 by the New York City Police Department. By 1934 the fund--never spent--had grown in value to $350,000. Commissioner Robert Moses, seeking additional open spaces for children, obtained a legal ruling permitting use of the fund for playground development. The ruling mandated that each property honor the memory of a soldier who gave his life in combat by name, and that it be accompanied by a commemorative tablet.",https://www.nycgovparks.org/parks/ciccarone-park
William E Sheridan Playground,"William E. Sheridan Playground,Brooklyn, NYC",-73.964129,40.7151086,Playground Park,Brooklyn,7/15/1934,1934,https://www.nycgovparks.org/photo_gallery/full_size/19520.jpg,"This playground honors William E. Sheridan (1893-1918), a New York Police Officer who was killed in action during World War I.

Sheridan, a native of Hawley, Pennsylvania, moved to New York City in 1911 to seek employment, and joined the Police Department on October 22, 1917. He was assigned to the 82nd Precinct in Brooklyn, and, during his service there, received a commendation for an act of conspicuous bravery that left him with serious injuries requiring hospitalization.",https://www.nycgovparks.org/parks/william-sheridan-playground
William McCray Playground,"William McCray Playground,Manhattan, NYC",-73.9829415,40.7699165,Playground Park,Manhattan,7/15/1934,1934,http://3.bp.blogspot.com/-pwue2K5xgiM/Tl55DzT5v9I/AAAAAAAAANQ/mP6p2j2sEwo/s1600/IMG_2378.JPG,"World War I soldier William McCray (1898-1918) was born in New York City on February 7, 1898. He attended public school locally and enlisted on June 4, 1917 in the 15th Regiment, New York Guard, the troop popularly known as the Harlem Hellfighters. All of the enlisted men in the regiment (formed in 1913) were African-American, and most of the officers were white. The soldiers arrived in France in December 1917 and were redesignated as the 369th Regiment. They joined the 16th and 161st Divisions of the French Army under the command of General Levaue.",https://www.nycgovparks.org/parks/william-mccray-playground
Joseph C Sauer Playground,"Joseph C. Sauer Playground,Manhattan, NYC",-73.9796053,40.7281341,Playground Park,Manhattan,7/15/1934,1934,https://livingnewdeal.org/wp-content/uploads/2017/01/20332.jpeg,"World War I soldier Joseph C. Sauer (1896-1918) was born in Pittsburgh, Pennsylvania. His family moved to the Lower East Side of New York City when he was an infant. Sauer graduated from the Redemptorist Parochial School and excelled in athletics, especially track. He worked for the Western Electric Company, and following the death of his grandfather, Sauer and his mother took over the family’s basket manufacturing business. He worked there until he entered the United States Army on September 28, 1917.",https://www.nycgovparks.org/parks/joseph-c-sauer-park
Daniel M OConnell Playground,"Daniel M. OConnell Playground,Queens, NYC",-73.7582662,40.6999581,Playground Park,Queens,7/15/1934,1934,https://www.nycgovparks.org/photo_gallery/full_size/19063.jpg,"This park is named after Daniel M. O’Connell (1900-1918), a native of New York City who gave his life for his country in World War I. At the age of seven he moved with his family to Rockaway Beach where he attended P.S. 44 and served as an altar boy at St. Rose of Lima’s Church. In June 1917, O’Connell enlisted in the army and served with the 23rd Regiment at the Mexican border. In October of that year, he sailed for France with the 69th Regiment, later called the 165th Regiment, of the Rainbow Division. He was killed in action during the Ourcq Offensive in France, on July 29, 1918. At the time, O’Connell was the youngest soldier to receive the Croix de Guerre, a French decoration for gallantry in war.",
Howard A Von Dohlen Playground,"Howard A. Von Dohlen Playground,Queens, NYC",-73.8130718,40.6996833,Playground Park,Queens,7/15/1934,1934,https://www.nycgovparks.org/photo_gallery/full_size/21376.jpg,"This playground pays tribute to the memory of World War I veteran Howard Ames Von Dohlen (1895-1918). Born in Ozone Park, Queens, Von Dohlen graduated from a local public high school and began work at the brokerage firm V.C. Brown. Von Dohlen was a member of the Men’s Club Epiphany Church of Ozone Park, and was also Superintendent of the Sunday School Epiphany P.E. Church. In June 1917, he enlisted in the U.S. Cavalry and was assigned to Troop D, Squadron A of the New York National Guard. Von Dohlen was promoted to corporal while stationed in Spartanburg, South Carolina, and then again to sergeant shortly before his unit sailed for France in May, 1918.",https://www.nycgovparks.org/parks/howard-von-dohlen-playground
Austin J McDonald Playground,"Austin J. McDonald Playground,Staten Island, NYC",-74.1150952,40.6296228,Playground Park,Staten Island,7/15/1934,1934,https://www.nycgovparks.org/photo_gallery/full_size/19656.jpg,"This playground honors Austin J. McDonald (1892-1918) a New York City resident killed in the line of duty during World War I. Located in Staten Island on Forest Avenue in West Brighton, it is one of nine playgrounds built by the Parks Department through a war memorial fund that were simultaneously opened on July 15, 1934.",https://www.nycgovparks.org/parks/austin-j-mcdonald-park/history
Nicholas De Matti Playground,"Nicholas De Matti Playground,Staten Island, NYC",-74.0742565,40.6145077,Playground Park,Staten Island,7/15/1934,1934,https://www.nycgovparks.org/photo_gallery/full_size/19619.jpg,"Nicholas De Matti Playground is one of nine playgrounds that Parks built through a war memorial fund. They opened simultaneously on July 15, 1934. De Matti was a Private, First Class, in Company K, 310th Infantry, 78th Division, and a Staten Island native. He died in action in the Mihiel Sector at St. North Thiaucourt, France on September 26, 1918, less than two months before the end of World War I (1914-1918).",https://www.nycgovparks.org/parks/de-matti-park/history
Williamsbridge Oval,"Williamsbridge Oval,Bronx, NYC",-73.8775576,40.8779125,Playground Park,Bronx,9/11/1937,1937,https://www.nycgovparks.org/photo_gallery/full_size/20986.jpg,"This playground is located in the northwest quadrant of a 19.7-acre recreational facility built on the former site of a reservoir. On May 1, 1887 the City of New York acquired the property northeast of Bainbridge Avenue and East 207th Street, and two years later opened the Williamsbridge Reservoir. Measuring 925 feet long by 525 feet wide, and with a 46 foot high embankment, the oval receiving reservoir had a capacity of 120 million gallons of water. It was linked to the upstate reservoir at Kensico by a 48-inch diameter cast-iron pipeline extending 15.2 miles.",https://www.nycgovparks.org/parks/williamsbridge-oval
Sara Delano Roosevelt Park,"Sera Delano Roosevelt Park,Manhattan, NYC",-73.991652,40.7219959,Playground Park,Manhattan,9/14/1934,1934,http://photos.wikimapia.org/p/00/04/68/31/83_big.jpg,"A shimmering stretch of green amidst the sea of concrete, asphalt, and tightly-packed buildings, Sara D. Roosevelt Park provides a refreshing respite for residents and visitors of Manhattan’s Lower East Side. Named for philanthropist and Presidential mother Sara Delano Roosevelt in 1934, the park remains a vibrant common ground for senior citizens, children, and recent immigrants, as well as the more recent addition of artists and young professionals. The largest stretch of open space in the neighborhood, Sara D. Roosevelt Park caters to its wide variety of users by offering a diverse array of facilities and activities.

Highlights include the Golden Age Center for senior citizens, a recently renovated synthetic turf soccer field popular with local teens, several playgrounds for kids, a vendor’s market, and a roller-skating rink.",https://www.nycgovparks.org/parks/sara-d-roosevelt-park
Queensboro Oval,"Queensboro Oval,Manhattan, NYC",-73.9555423,40.7573829,Playground Park,Manhattan,6/20/1934,1934,https://www.nycgovparks.org/photo_gallery/full_size/20187.jpg,"The Queensboro Bridge, which provides both a ceiling and a name for this park, opened in 1909, connecting Manhattan and Queens by way of an intermediary link on Roosevelt Island, was once known as Welfare Island. The two-leveled steel bridge is one of eight New York City bridges that span the East River. Designed by engineer and architect Gustav Lindenthal (1850-1935), it is the first major structural project to reject the suspension technique in favor of cantilevering. The upper level once carried wooden railway cars, and five-cent trolleys shared the lower level with automobiles until 1955. In addition to his work on the Queensboro Bridge, Lindenthal prepared plans for the Manhattan Bridge, helped to complete work on the Williamsburg Bridge, and directed the reconstruction of the Brooklyn Bridge. The National Register of Historic Places added the Queensboro Bridge, also known as the 59th Street Bridge, to the list of City landmarks in 1978.",https://www.nycgovparks.org/parks/queensboro-oval
Carl Schurz Park,"Carl Schurz Park,Manhattan, NYC",-73.9436973,40.7751302,Playground Park,Manhattan,4/27/1936,1936,https://www.nycgovparks.org/photo_gallery/full_size/14380.jpg,"This picturesque park, partially hidden along the East River, is one of the city's best-concealed secrets. A stroll along the promenade provides beautiful views of the river, the Roosevelt Island Lighthouse, the Triborough Bridge, Randall’s and Wards islands, and, of course, Gracie Mansion, the 18th century mansion that serves as the Mayor's official residence.

Carl Schurz Park is one of the city's most dog-friendly--two dog runs offer plenty of space for pups to run around and mingle, while the promenade offers a lovely place to stroll, with or without a furry companion. A playground at the end of the park holds fun for kids of all ages.

The park's plentiful green space is a lovely place for reading, picnicking, people-watching, and, when the weather gets nice, sunbathing. With all this, Carl Schurz is certainly a great escape from the bustling city.",https://www.nycgovparks.org/parks/carl-schurz-park
P.S. 52,"P.S. 52,Brooklyn, NYC",-73.9396788,40.5877494,Playground Park,Brooklyn,7/22/1951,1951,https://www.nycgovparks.org/photo_gallery/full_size/20820.jpg,"You can find a few zebras in New York City, but only one Avenue Z.  Z is for Zebra, and Zebra Playground is on Avenue Z between Nostrand Avenue and East 29th Street in the Sheepshead Bay section of Brooklyn.

The word “zebra” derives from the Old Portuguese zevra, meaning “wild ass.”  The characteristic black-and-white stripe patterns of the zebra serve as a camouflage, breaking up their silhouettes and making them harder for predators to recognize. ",https://www.nycgovparks.org/parks/sheepshead-playground
Zebra Playground,"Zebra Playground,Brooklyn, NYC",-73.9402071,40.5890225,Playground Park,Brooklyn,7/22/1951,1951,https://www.nycgovparks.org/photo_gallery/full_size/19209.jpg,"You can find a few zebras in New York City, but only one Avenue Z.  Z is for Zebra, and Zebra Playground is on Avenue Z between Nostrand Avenue and East 29th Street in the Sheepshead Bay section of Brooklyn.

The word “zebra” derives from the Old Portuguese zevra, meaning “wild ass.”  The characteristic black-and-white stripe patterns of the zebra serve as a camouflage, breaking up their silhouettes and making them harder for predators to recognize. ",https://www.nycgovparks.org/parks/sheepshead-playground
Harlem Lane Playground,"Harlem Lane Playground,Manhattan, NYC",-73.9653551,40.7828647,Playground Park,Manhattan,11/27/1937,1937,https://www.nycgovparks.org/photo_gallery/full_size/20403.jpg,"This playground is named for Harlem Lane, an old road in the area that served as a popular racecourse for horse-drawn carriages in the 19th century. Harlem Lane is the predecessor of Saint Nicholas Avenue, which extends from Central Park and meanders up through northern Manhattan. At 168th Street, the Harlem Lane racecourse met with another horse carriage track that traversed along the Harlem River up to the High Bridge at 174th Street. This offshoot of Harlem Lane became known as the Harlem River Speedway, and as it evolved into a highway, the Harlem River Drive. This playground is located along the Harlem River Drive, between 151st and 154th Streets.",https://www.nycgovparks.org/parks/harlem-lane-playground
Colonel Charles Young Triangle,"Colonel Charles young Triangle,Manhattan, NYC",-73.9357984,40.8272148,Playground Park,Manhattan,11/27/1937,1937,https://irs3.4sqi.net/img/general/width960/36810668_XMEunGcQ-Gv1sBQ1uPvKpQGGqusPBAFrh4sIsKAI38c.jpg,"Colonel Charles Young (1864-1922) was a distinguished army officer, cartographer, teacher, and diplomat who pioneered the entrance of African-Americans into fields that were previously closed to them. He was born in Mayslick, Kentucky on March 12, 1864, one year before the end of the Civil War. He moved to Ohio at the age of nine and graduated from Ripley Colored High School in 1880. When he entered the United States Military Academy at West Point in 1884, Young was the ninth African-American to be admitted, and the third and last to graduate until nearly half a century later.",https://www.nycgovparks.org/parks/colonel-charles-young-triangle
Frederick Johnson Park,"Frederick Johnson Park,Manhattan, NYC",-73.9356117,40.8248451,Playground Park,Manhattan,3/31/1939,1939,http://2.bp.blogspot.com/-qN3Gx3DpL-M/TnDPNczaFaI/AAAAAAAAAOI/yi8Bk0VQQC8/s1600/IMG_2410.JPG,"Frederick Johnson (1891-1963) was an inspirational tennis player, coach, teacher and Harlem native who enriched the lives of countless members of this community. Johnson was a gifted sportsman from his earliest years, but an accident from his youth claimed his left arm just above the elbow. Determined to remain active, he soon taught himself to play tennis, defying everyone’s expectations about his apparent disability. After developing his own unique style of play, Johnson eventually competed professionally.",https://www.nycgovparks.org/parks/frederick-johnson-playground
Holcombe Rucker Playground,"Holcombe Rucker Playground,Manhattan, NYC",-73.9361266,40.8291747,Playground Park,Manhattan,2/23/1956,1956,https://www.nycgovparks.org/photo_gallery/full_size/20378.jpg,"Holcombe Rucker (1926-1965) dedicated his life to his community. Although he died young, his memory endures because of the major basketball tournament he founded. Rucker grew up in Manhattan, attended Benjamin Franklin High School, and between 1948 and 1964 worked for Parks as a playground director in numerous Harlem locales.

In 1947, the year that Rucker married Mary Thomas, he started a basketball tournament in Harlem. The Rucker League’s motto was “each one, teach one,” and it stressed education in combination with recreation. Rucker personally taught participants reading fundamentals, graded their homework, and let success on report cards influence who would play. Throughout the course of the tournaments, Rucker helped to obtain over 700 college athletic scholarships for the participants. Rucker continued his own education with a degree from the City College of New York in 1962, and then taught English classes at J.H.S. 139.",https://www.nycgovparks.org/parks/holcombe-rucker-park
Shore Road Park,"Shore Road Park,Brookklyn, NYC",-74.0399076,40.6281984,Playground Park,Brookklyn,7/25/1942,1942,https://www.nycgovparks.org/photo_gallery/full_size/14442.jpg,"Most popular for stunning views of the sunset and the Verrazano-Narrows Bridge, the area lies on the southernmost point of Brooklyn, in Bay Ridge, among some of New York's iconic attractions, including the Statue of Liberty, the new WTC, Staten Island's Fort Wadsworth, Brooklyn's Fort Hamilton Army Base and Fort Hamilton High School and Coney Island. ",https://www.nycgovparks.org/parks/shore-road-park
Hamilton Fish Pool and Bathhouse,"Hamilton Fish Pool and Bathhouse,Manhattan, NYC",-73.9814625,40.7199859,Pool,Manhattan,6/27/0193,1936,https://www.nycgovparks.org/photo_gallery/full_size/9847.jpg,"Over the years, generations of Lower East Side residents have swum in this park's Olympic-sized pool, shot hoops in its basketball courts, and played in its playground. Along with sports and games, the recreation center, a New York City historic landmark, offers an afterschool program for local children and exercise and computer lessons for adults.",https://www.nycgovparks.org/parks/hamilton-fish-park
Thomas Jefferson Pool and Bathhouse,"Thomas Jefferson Pool and Bathhouse,Manhattan, NYC",-73.9362593,40.7934292,Pool,Manhattan,6/24/1936,1936,http://res.cloudinary.com/mommy-nearest/image/upload/v1403266774/aksuki38ylnkddu1nzus.jpg,"Although only a few blocks long, this friendly neighborhood park is packed to the brim with things to do.  On busy days, runners circle the track while groups of friends shoot hoops, hit balls, and take advantage of the baseball and handball courts. The small recreation center on its grounds offers a fitness room, exercise equipment, and classes for those looking for a good workout.

Thomas Jefferson Park is also a wonderful resource for local children. Its substantial playground, complete with swings and slides galore, provides plenty of spaces for jumping, climbing, and carrying on, while inside the recreation center the afterschool program provides more structured fun.

In the summer the park takes on a whole new character, when the outdoor pool is opened and families come out to use the barbeque grills and picnic tables. But no matter what the weather is like, Thomas Jefferson Park always offers plenty to do.",https://www.nycgovparks.org/parks/thomas-jefferson-park/
Astoria Pool and Play Center,"Astoria Pool and Play Center,Queens, NYC",-73.9226516,40.7788082,Pool,Queens,7/2/1936,1936,https://c1.staticflickr.com/5/4136/4799105156_27bf1f0902_b.jpg,"Although widely known for its beautiful pool, the oldest and largest in the city, Astoria Park offers more than aquatic pleasures. Outdoor tennis courts, a track, a bandstand, multiple trails, basketball courts, and playgrounds lure visitors from the five boroughs and beyond. And the views!  Sitting on the edge of the East River and resting between the Triborough Bridge and Hell Gate Bridge, the park offers shoreline sights and sounds that make the benches along its perimeter popular spots year-round.",https://www.nycgovparks.org/parks/astoria-park/
Joseph H. Lyons Pool,"Joseph H. Lyons Pool,Staten Island, NYC",-74.0743772,40.6375676,Pool,Staten Island,7/7/1936,1936,https://www.nycgovparks.org/photo_gallery/full_size/18378.jpg,"This property was originally known as Tompkinsville Playground in tribute to the surrounding community and its founder, the remarkable Daniel D. Tompkins (1774-1825). Tompkins' career included terms as Supreme Court Justice of New York, New York State Governor, and Vice President of the United States. During the War of 1812, he bought arms from private citizens and formed a 40,000-man militia for the defense of New York. In 1815 Tompkins founded Tompkinsville, and he established the first steamboat ferry linking Staten Island and Manhattan two years later.

In 1934 the Department of Docks gave the Department of Parks a permit to use this site as a park. In 1935 the Board of Aldermen renamed the property in memory of World War I veteran Joseph H. Lyons (1874-1934). Lyons joined the New York City Club Unit of the American Ambulance Field Service in 1917. He was awarded the Croix de Guerre by the French Government for his service driving on the French and Belgian fronts. Upon his return from Europe in 1920, he organized the Staten Island Post No. 563, Veterans of Foreign Wars (VFW), of which he was the first commander. As a result of his activity in the VFW he became county commander of the American Legion. Richmond Turnpike, Victory Boulevard, and the American Legion ferryboat were all named at the suggestion of Lyons.

Joseph H. Lyons Pool, the largest public pool on Staten Island, was built in 1936. Constructed by the Works Progress Administration (WPA), the Lyons Pool was one of eleven pools that opened throughout New York City in a single summer during the Great Depression. The pools were among the most remarkable public recreational facilities in the country and represented the forefront of design and technology. The main pool measures 165 feet long and 100 feet wide, while both the wading and diving pools are 100 feet by 68 feet. The pool is designed to accommodate 2,800 bathers at a time; during the first summer, crowds averaged 5,707 people each day. The influence of the WPA pools extended throughout entire communities, attracting aspiring athletes and neighborhood children, and changing the way millions of New Yorkers spent their leisure time.

From 1984 to 1986, Lyons Pool underwent a $6.7 million restoration, which included reconstruction of the three pools and locker room facilities, and installation of new plumbing, filtration, and electrical systems. Lyons Pool is a symbol of Robert Moses' influence in park design.",https://www.nycgovparks.org/parks/lyons-pool/history
Highbridge Pool and Bathhouse,"Highbridge Pool and Bathhouse,Manhattan, NYC",-73.9329638,40.8446296,Pool,Manhattan,7/14/1936,1936,https://www.nycgovparks.org/photo_gallery/full_size/18308.jpg,"Named after the High Bridge, the city's oldest standing bridge, Highbridge Park was assembled piecemeal between 1867 and the 1960s, with the bulk being acquired through condemnation from 1895 to 1901.

Although widely known for its important landmarks, the Highbridge tower and formerly mentioned bridge, the park offers natural beauty and recreational fun that serve as reason enough to visit. The park boasts the city’s first mountain biking course and a world class skate park. Open vistas and an unusual geologic makeup greet visitors who stroll the pathways north and south through the park, while pedestrians and waterside cyclists on the greenways cherish its magnificent cliffs and large rock outcroppings. The Highbridge Recreation Center and Pool have kept active New Yorkers busy since 1936, and several playgrounds and ballfields have been constructed throughout the park over the last century.",https://www.nycgovparks.org/parks/highbridge-park/
Sunset Pool,"Sunset Pool,Brooklyn, NYC",-74.0025695,40.6471873,Pool,Brooklyn,7/20/1936,1936,http://www.nycgo.com/images/venues/6419/sunset-park-pool-marley-white-078__large.jpg,"Sunset Park is one of New York’s hidden treasures.  Tucked away in the Brooklyn neighborhood that bares its name, this park is famous for its breathtaking vista.  Sunset Park offers, at sunset, and at all times, stunning views of the rugged skyline of Manhattan.  From the park’s highest point, you can see the Statue of Liberty, vibrant Brooklyn neighborhoods, and the green hills of Staten Island and New Jersey. Turning your gaze inward to the park, you see an equally diverse terrain: a state-of-the-art swimming pool, green fields, pedestrian walkways, a sand volleyball court, a recreation center, and a living memorial commemorating September 11th. 

In the summer months, Sunset Park and its pool become home to swimmers and sun worshipers.  Designed in a neoclassical/Art Deco style, the pool first opened its waters to the public in 1936. It has since then offered to the Sunset Park community and visitors from all across New York City a range of recreational activities. Programs include Learn-to-Swim classes for all ages, free After School swimming instruction, and Adult Lap times.  The Brooklyn Swim Team, a competitive swim team for children and teens, also trains out of this pool. A wading pool gives even young children the chance to play and cool off in the water.  ",https://www.nycgovparks.org/parks/sunset-park/
Crotona Pool,"Crotona Pool,Bronx, NYC",-73.898056,40.839942,Pool,Bronx,7/24/1936,1936,https://c1.staticflickr.com/8/7252/7864243746_012229912a_b.jpg,"Named after the Greek colony of Croton, known for its Olympic athletes, Crotona Park has served the Bronx community steadily since its purchase by the City in 1888.  Among naturalists, the park is widely known for its variety of tree species (28 in all) and gorgeous 3.3-acre lake, which serves as home to turtles, ducks, and fish.

However, manmade structures within the park thrill visitors as well.  Crotona Park’s pool is the largest in the borough at 300 feet.  Tennis buffs happily head to the park’s 20 hard courts during the warm season, and baseball teams flock to its five diamonds.  In addition, families log many hours romping in the eleven playgrounds spread throughout the park.",https://www.nycgovparks.org/parks/crotona-park/
McCarren Pool,"McCarren Pool,Brooklyn, NYC",-73.9554315,40.7208944,Pool,Brooklyn,7/31/1936,1936,http://www.rogersmarvel.com/projects/McCarren-Pool/Rogers-Marvel-McCarren-Pool-10.jpg,"A park equally valued and cherished in Greenpoint and Williamsburg, McCarren Park is the site of endless games of kickball, soccer, baseball, bocce, handball, basketball, football, and tennis, not to mention running meets and playground antics. It is 35 acres of bustling activity, shared by families born into the neighborhood, recent immigrants, and young renters. McCarren Park is home to the McCarren Park Pool and Play Center, completed in 2012 to be respite on hot days and a year-round center of community life.",https://www.nycgovparks.org/parks/mccarren-park
Betsy Head Pool,"Betsy Head Pool,Brooklyn, NYC",-73.9126551,40.6628587,Pool,Brooklyn,8/7/1936,1936,https://www.nycgovparks.org/photo_gallery/full_size/22437.jpg,"Betsy Head Memorial Playground has been a presence in the neighborhood for almost 100 years. Built on land bequeathed to the city specifially for purposes of public health and recreation, it continues to serve the community as a nexus of activity today. The park has seen numerous improvements through the years, most notably the construction of the Play Center (pool and bathhouse), a monumental WPA-era building that set the bar for recreation facilities across the country. Visitors to the park today have many activities to choose from, whether it's shooting baskets, swimming laps, jogging around the track, or taking a personal tour of the landmark building.",https://www.nycgovparks.org/parks/betsy-head-memorial-playground/
Jackie Robinson Pool and Recreation Center,"Jackie Robinson Pool and Recreation Center,Manhattan, NYC",-73.942687,40.8244188,Pool,Manhattan,8/8/1936,1936,https://www.nycgovparks.org/photo_gallery/full_size/9718.jpg,"Providing ten blocks of resources, Jackie Robinson Park is a Harlem jewel.  One of four spaces designated Historic Harlem Parks, the park is noted for its strong connection with the community.  

Originally built as a neighborhood playground to encourage organized play for city children, and one of the ten original parks to receive a City pool, Jackie Robinson Park’s history is steeped with efforts to bring the neighborhood together in recreational fun.  Along with its pool opening in 1936, a recreation center was created the same year. Equipped with traditional cardiovascular equipment, weight room, and gymnasium, the recreation center also boasts a library, Computer Resource Center, and an arts & crafts room, among other features.

Outside, the park’s amenities abound.  Two baseball diamonds, basketball courts, volleyball courts, and two playgrounds, one with a water play area, provide residents with spots to compete and play.  Continuing in the park’s theme of “play,” a bandshell within its boundaries hosts bushels of concerts throughout the warm season, keeping Harlem’s tradition of fostering local music alive and well.
",https://www.nycgovparks.org/parks/jackie-robinson-park_manhattan/
Sol Goldman Pool,"Sol Goldman Pool,Brooklyn, NYC",-74.0038464,40.672699,Pool,Brooklyn,8/17/1936,1936,https://www.nycgovparks.org/photo_gallery/full_size/18404.jpg,"This neighborhood park is bursting with activities. Groups of friends come out to play handball, basketball, or soccer, and plenty of kids cavort in its popular playground. Whenever it's hot out, people cool down in the Olympic-size pool. Those looking for a workout go for a jog around the running track or take advantage of the onsite recreation center, which offers cardio equipment, weight lifting, and exercise classes.",https://www.nycgovparks.org/parks/red-hook-park/
Asher Levy Recreation Center,"Asher Levy Recreation Center,Manhattan, NYC",-73.9756582,40.7361601,Pool,Manhattan,,1938,https://www.nycgovparks.org/photo_gallery/full_size/17805.jpg,"Together, Asser Levy Playground, Asser Levy Pool, and Asser Levy Playground make up a year-round complex for sports, fitness and free play for all ages.

Asser Levy Playground, opened and expanded in 2015, contains a diverse mix of outdoor recreational opportunities. Neighborhood residents and visitors will be able to play ping pong, badminton, chess, soccer, football, t-ball, exercise, jog, practice yoga or enjoy some shaded seating on what was once a two-way street. Outdoor adult fitness equipment complements the fuller workout that you can get as a member of the nearby Center.

Asser Levy Recreation Center offers plenty of opportunities for exercise, lessons, and play. For those looking to get into shape, the gym offers weights, workout machines, and treadmills, among other equipment. Members take advantage of the Center's classes all year around, learning yoga, aerobics, pilates, and other skills. Those looking for a social experience spend time with friends playing billiards and ping pong, or working up a sweat on the basketball and handball courts.

The pool inside Asser Levy Recreation Center is reserved for members, but during the summer, the playground comes alive with an open free 120-foot wide outdoor pool. With both an indoor and outdoor pool, swimmers can splash around no matter what the weather. Come see Asser Levy, where visitors are welcome all year long.",https://www.nycgovparks.org/parks/asser-levy-recreation-center-pool-and-playground/
Carmine Street Pool and the Tony Dapolito Recreation Center,"Carmine Street Pool and the Tony Dapolito Recreation Center,Manhattan, NYC",-74.0054061,40.7296168,Pool,Manhattan,,1939,http://static.panoramio.com/photos/large/20724411.jpg,"This building is named in honor of Anthony V. Dapolito (1920-2003), a long-time chair of Community Board 2, whose roots in the community and tireless work on its behalf earned him the honorary title, “Mayor of Greenwich Village.”",https://www.nycgovparks.org/parks/tony-dapolito-recreation-center/
John Jay Pool and Bathhouse,"John Jay Pool and Bathhouse,Manhattan, NYC",-73.9495759,40.7699381,Pool,Manhattan,,1940,https://40pools.files.wordpress.com/2012/07/img_2026_jj.jpg,"Whether you want to play basketball, swim a lap, or take a walk in wonderful community setting, John Jay Park & Pool is the place to be. With such impressive facilities, it is no surprise that it's packed with families year-round.

When the temperatures rise, swimmers and sun worshipers swarm to the outdoor pool.Â  The 145-foot pool opened its waters to the public in 1940 and has offered locals and visitors from all across New York City an opportunity to cool off with water sports ever since.",https://www.nycgovparks.org/parks/john-jay-park-and-pool/
Recreation Center 59,"Recreation Center 59,Manhattan, NYC",-73.9886621,40.7714308,Pool,Manhattan,,1943,http://sideways.nyc/wp-content/uploads/2015/03/w60-232-gertrude-ederle-recreation-center-3-AI.jpg,"The Gertrude Ederle Recreation Center, formerly known as Recreation Center 59, has been a vital community resource since the early 20th century. First purchased by the City in 1906 for use as a playground, the park parcel spanned mid-block lots from West 59th to West 60th Streets. Soon thereafter, the 60th Street Bathhouse opened on site. By 1942, the park had expanded to its present size.",https://www.nycgovparks.org/parks/west-59th-st-rec-ctr-and-pool/
Flushing Meadow Pool,"Flushing Meadow Pool,Queens, NYC",-73.8376576,40.7517801,Pool,Queens,,1940,http://cbbld.com/wp-content/uploads/2014/07/FlushingMeadows-Pool_05-1024x733.jpg,Public swimming & ice-skating facility featuring an indoor Olympic-size pool & a rink.,https://www.nycgovparks.org/facilities/recreationcenters/Q099
